"","cycle_tag","tag","p_tag","sex","partner_type","age","p_age","pers","p_pers","pair_id","cycle","cycle_pair","new_part","NumDays","day_date","breed_act","breed_stage","start_date_time","start_numeric_date_time","end_date_time","end_numeric_date_time","timeduration","no_hours","no_days","part_prev_bout","age_sq","p_age_sq","age_sc","p_age_sc","age_sq_sc","p_age_sq_sc","pers_sc","p_pers_sc","num_days_sc","pers_type","p_pers_type","ppb_ave_no_hours","ppb_ave_diff","ppb_ave_diff_sc","no_hours_sqrt"
"213","2009_BS20693","BS21771","BS20693","Female","Partner",9,10,2.97567,1.777924,"BS20693_BS21771",2009,"2009_BS20693_BS21771","1",99,25,"mar","brood","25/03/2009 12:00",39897.50014,"30/03/2009 07:10",39902.29875,411000,114.1666667,4.756944444,145.99992,81,100,-1.57547210663328,-1.43499491934178,-1.25041703280064,-1.18892185853334,1.08678110490357,0.0426780996067864,-0.698110854290852,"bold","bold",88.199952,57.799968,2.13963808620806,10.6848802847762
"214","2009_BS20693","BS21771","BS20693","Female","Partner",9,10,2.97567,1.777924,"BS20693_BS21771",2009,"2009_BS20693_BS21771","1",116,11,"apr","brood","11/04/2009 02:40",39914.11125,"15/04/2009 04:50",39918.20153,353400,98.16666667,4.090277778,45.83328,81,100,-1.57547210663328,-1.43499491934178,-1.25041703280064,-1.18892185853334,1.08678110490357,0.0426780996067864,1.68953400692715,"bold","bold",88.199952,-42.366672,-1.56832863639448,9.90790929863612
"215","2009_BS20693","BS21771","BS20693","Female","Partner",9,10,2.97567,1.777924,"BS20693_BS21771",2009,"2009_BS20693_BS21771","1",86,12,"mar","brood","12/03/2009 11:00",39884.45847,"19/03/2009 10:00",39891.41681,601200,167,6.958333333,96.16656,81,100,-1.57547210663328,-1.43499491934178,-1.25041703280064,-1.18892185853334,1.08678110490357,0.0426780996067864,-2.52395692463403,"bold","bold",88.199952,7.96660800000001,0.294907739303417,12.9228479833201
"216","2009_BS20693","BS21771","BS20693","Female","Partner",9,10,2.97567,1.777924,"BS20693_BS21771",2009,"2009_BS20693_BS21771","1",107,2,"apr","brood","02/04/2009 09:40",39905.40292,"03/04/2009 05:10",39906.21542,70200,19.5,0.8125,74.50008,81,100,-1.57547210663328,-1.43499491934178,-1.25041703280064,-1.18892185853334,1.08678110490357,0.0426780996067864,0.425486727458796,"bold","bold",88.199952,-13.699872,-0.507141594046824,4.41588043316392
"217","2009_BS20750","BS18847","BS20750","Female","Logger",17,10,0.8921932,2.684725,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",100,26,"mar","brood","26/03/2009 10:17",39898.42892,"28/03/2009 08:57",39900.37337,168000,46.66666667,1.944444444,71.83333333,289,100,-0.426768697142904,-1.43499491934178,-0.540400770046558,-1.18892185853334,-0.714164768841928,0.823242883907073,-0.557661156572146,"shy","bold",53.933333334,17.899999996,0.662621850146453,6.83130051088371
"218","2009_BS20750","BS18847","BS20750","Female","Logger",17,10,0.8921932,2.684725,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",109,4,"apr","brood","04/04/2009 12:07",39907.50531,"06/04/2009 08:57",39909.37337,161400,44.83333333,1.868055556,31.66666667,289,100,-0.426768697142904,-1.43499491934178,-0.540400770046558,-1.18892185853334,-0.714164768841928,0.823242883907073,0.706386122896208,"shy","bold",53.933333334,-22.266666664,-0.824267031552574,6.69576980861798
"219","2009_BS20750","BS18847","BS20750","Female","Logger",17,10,0.8921932,2.684725,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",106,1,"apr","brood","01/04/2009 06:47",39904.28309,"03/04/2009 04:27",39906.18587,164400,45.66666667,1.902777778,68.16666667,289,100,-0.426768697142904,-1.43499491934178,-0.540400770046558,-1.18892185853334,-0.714164768841928,0.823242883907073,0.28503702974009,"shy","bold",53.933333334,14.233333336,0.526889255360841,6.7577116444844
"220","2009_BS20750","BS18847","BS20750","Female","Logger",17,10,0.8921932,2.684725,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",114,9,"apr","brood","09/04/2009 14:27",39912.60254,"10/04/2009 11:57",39913.49837,77400,21.5,0.895833333,77.5,289,100,-0.426768697142904,-1.43499491934178,-0.540400770046558,-1.18892185853334,-0.714164768841928,0.823242883907073,1.40863461148974,"shy","bold",53.933333334,23.566666666,0.872390406229006,4.63680924774785
"221","2009_BS20750","BS18847","BS20750","Female","Logger",17,10,0.8921932,2.684725,"BS18847_BS20750",2009,"2009_BS18847_BS20750","0",103,29,"mar","brood","29/03/2009 06:27",39901.2692,"29/03/2009 10:37",39901.44281,15000,4.166666667,0.173611111,20.5,289,100,-0.426768697142904,-1.43499491934178,-0.540400770046558,-1.18892185853334,-0.714164768841928,0.823242883907073,-0.136312063416028,"shy","bold",53.933333334,-33.433333334,-1.23763448018373,2.04124145240096
"222","2009_BS21132","BS27804","BS21132","Female","Logger",30,17,4.862843,1.544845,"BS27804_BS21132",2009,"2009_BS27804_BS21132","0",104,30,"mar","brood","30/03/2009 06:59",39902.29163,"31/03/2009 04:29",39903.18747,77401,21.50027778,0.895844907,20.16666667,900,289,1.43987434327895,-0.432958467092834,1.54527200179356,-0.546360198668918,2.71804305482973,-0.157953857525955,0.00413763430267806,"bold","shy",55.7500020025,-35.5833353325,-1.31722321216043,4.63683920143884
"223","2009_BS21132","BS27804","BS21132","Female","Logger",30,17,4.862843,1.544845,"BS27804_BS21132",2009,"2009_BS27804_BS21132","0",107,2,"apr","brood","02/04/2009 12:39",39905.52774,"04/04/2009 12:19",39907.51385,171600,47.66666667,1.986111111,56.16666667,900,289,1.43987434327895,-0.432958467092834,1.54527200179356,-0.546360198668918,2.71804305482973,-0.157953857525955,0.425486727458796,"bold","shy",55.7500020025,0.416664667500001,0.0154240845212963,6.90410505931073
"224","2009_BS21132","BS27804","BS21132","Female","Logger",30,17,4.862843,1.544845,"BS27804_BS21132",2009,"2009_BS27804_BS21132","0",113,8,"apr","brood","08/04/2009 04:19",39911.18052,"10/04/2009 19:59",39913.8333,229200,63.66666667,2.652777778,88.000008,900,289,1.43987434327895,-0.432958467092834,1.54527200179356,-0.546360198668918,2.71804305482973,-0.157953857525955,1.26818491377103,"bold","shy",55.7500020025,32.2500059975,1.19383009195938,7.97913946926609
"225","2009_BS21132","BS27804","BS21132","Female","Logger",30,17,4.862843,1.544845,"BS27804_BS21132",2009,"2009_BS27804_BS21132","0",102,28,"mar","brood","28/03/2009 12:39",39900.52774,"29/03/2009 10:49",39901.45135,79800,22.16666667,0.923611111,58.66666667,900,289,1.43987434327895,-0.432958467092834,1.54527200179356,-0.546360198668918,2.71804305482973,-0.157953857525955,-0.276761761134734,"bold","shy",55.7500020025,2.9166646675,0.107969035679749,4.70814896429584
"226","2009_BS21135","BS28404","BS21135","Male","Partner",22,21,1.25035,1.072549,"BS21135_BS28404",2009,"2009_BS21135_BS28404","0",113,8,"apr","brood","08/04/2009 02:14",39911.09372,"12/04/2009 15:54",39915.66316,394800,109.6666667,4.569444444,110.16672,484,441,0.291170933788578,0.139633791335135,0.125239476285395,-0.0295910330636654,-0.404576003028028,-0.564501297775677,1.26818491377103,"shy","shy",144.22224,-34.05552,-1.26066657403029,10.4721853831949
"227","2009_BS21135","BS28404","BS21135","Male","Partner",22,21,1.25035,1.072549,"BS21135_BS28404",2009,"2009_BS21135_BS28404","0",93,19,"mar","brood","19/03/2009 09:34",39891.39927,"24/03/2009 11:04",39896.46177,437400,121.5,5.0625,187.66656,484,441,0.291170933788578,0.139633791335135,0.125239476285395,-0.0295910330636654,-0.404576003028028,-0.564501297775677,-1.54080904060309,"shy","shy",144.22224,43.44432,1.60822098900488,11.0227038425243
"228","2009_BS21135","BS28404","BS21135","Male","Partner",22,21,1.25035,1.072549,"BS21135_BS28404",2009,"2009_BS21135_BS28404","0",104,30,"mar","brood","30/03/2009 01:54",39902.07983,"03/04/2009 12:04",39906.50344,382200,106.1666667,4.423611111,134.83344,484,441,0.291170933788578,0.139633791335135,0.125239476285395,-0.0295910330636654,-0.404576003028028,-0.564501297775677,0.00413763430267806,"shy","shy",144.22224,-9.3888,-0.347554414974594,10.3037210123334
"229","2009_BS21302","BS20103","BS21302","Male","Partner",13,12,2.757511,1.867799,"BS21302_BS20103",2009,"2009_BS21302_BS20103","0",108,3,"apr","brood","03/04/2009 01:50",39906.07674,"06/04/2009 05:50",39909.2434,273600,76,3.166666667,70.5,169,144,-1.00112040188809,-1.1486987901278,-0.950025537020068,-1.03933078427919,0.898205666544746,0.120041556406005,0.565936425177502,"bold","bold",81.77776,-11.27776,-0.417479899350703,8.71779788708135
"230","2009_BS21302","BS20103","BS21302","Male","Partner",13,12,2.757511,1.867799,"BS21302_BS20103",2009,"2009_BS21302_BS20103","0",102,28,"mar","brood","28/03/2009 10:40",39900.44479,"31/03/2009 03:20",39903.13924,229200,63.66666667,2.652777778,103.16664,169,144,-1.00112040188809,-1.1486987901278,-0.950025537020068,-1.03933078427919,0.898205666544746,0.120041556406005,-0.276761761134734,"bold","bold",81.77776,21.38888,0.791773141973606,7.97913946926609
"231","2009_BS21302","BS20103","BS21302","Male","Partner",13,12,2.757511,1.867799,"BS21302_BS20103",2009,"2009_BS21302_BS20103","0",114,9,"apr","brood","09/04/2009 05:30",39912.22951,"11/04/2009 12:20",39914.51424,197400,54.83333333,2.284722222,71.66664,169,144,-1.00112040188809,-1.1486987901278,-0.950025537020068,-1.03933078427919,0.898205666544746,0.120041556406005,1.40863461148974,"bold","bold",81.77776,-10.11112,-0.374293242622903,7.40495329694928
"232","2009_BS21771","BS20693","BS21771","Male","Logger",10,9,1.777924,2.97567,"BS20693_BS21771",2009,"2009_BS20693_BS21771","1",114,9,"apr","brood","09/04/2009 04:50",39912.20153,"11/04/2009 02:40",39914.11125,165000,45.83333333,1.909722222,65.16666667,100,81,-1.43188418044698,-1.57814298394877,-1.18555977802984,-1.253518004234,0.0514560576099441,1.07368528656019,1.40863461148974,"bold","bold",91.4583333425,-26.2916666725,-0.973264403232337,6.77003200361712
"233","2009_BS21771","BS20693","BS21771","Male","Logger",10,9,1.777924,2.97567,"BS20693_BS21771",2009,"2009_BS20693_BS21771","1",108,3,"apr","brood","03/04/2009 05:10",39906.21542,"06/04/2009 11:40",39909.48625,282600,78.5,3.270833333,19.5,100,81,-1.43188418044698,-1.57814298394877,-1.18555977802984,-1.253518004234,0.0514560576099441,1.07368528656019,0.565936425177502,"bold","bold",91.4583333425,-71.9583333425,-2.66375217785014,8.86002257333467
"234","2009_BS21771","BS20693","BS21771","Male","Logger",10,9,1.777924,2.97567,"BS20693_BS21771",2009,"2009_BS20693_BS21771","1",104,30,"mar","brood","30/03/2009 07:10",39902.29875,"02/04/2009 09:40",39905.40292,268200,74.5,3.104166667,114.1666667,100,81,-1.43188418044698,-1.57814298394877,-1.18555977802984,-1.253518004234,0.0514560576099441,1.07368528656019,0.00413763430267806,"bold","bold",91.4583333425,22.7083333575,0.840616640583884,8.63133825081603
"235","2009_BS21771","BS20693","BS21771","Male","Logger",10,9,1.777924,2.97567,"BS20693_BS21771",2009,"2009_BS20693_BS21771","1",93,19,"mar","brood","19/03/2009 10:00",39891.41681,"25/03/2009 12:00",39897.50014,525600,146,6.083333333,167,100,81,-1.43188418044698,-1.57814298394877,-1.18555977802984,-1.253518004234,0.0514560576099441,1.07368528656019,-1.54080904060309,"bold","bold",91.4583333425,75.5416666575,2.79639994049859,12.0830459735946
"236","2009_BS21775","BS5115","BS21775","Female","Logger",34,30,2.596457,0.4865115,"BS5115_BS21775",2009,"2009_BS5115_BS21775","0",90,16,"mar","brood","16/03/2009 14:40",39888.61174,"19/03/2009 02:10",39891.0909,214199,59.49972222,2.479155093,68.66666667,1156,900,2.01422604802414,1.42796637279806,2.41913817133705,1.53091585517851,0.758991475750681,-1.06895622755562,-1.96215813375921,"bold","shy",63.266666668,5.400000002,0.199897094576295,7.71360630444671
"237","2009_BS21775","BS5115","BS21775","Female","Logger",34,30,2.596457,0.4865115,"BS5115_BS21775",2009,"2009_BS5115_BS21775","0",95,21,"mar","brood","21/03/2009 09:50",39893.41035,"24/03/2009 02:50",39896.11868,234000,65,2.708333333,55.66666667,1156,900,2.01422604802414,1.42796637279806,2.41913817133705,1.53091585517851,0.758991475750681,-1.06895622755562,-1.25990964516568,"bold","shy",63.266666668,-7.599999998,-0.281336651447662,8.06225774829855
"238","2009_BS21775","BS5115","BS21775","Female","Logger",34,30,2.596457,0.4865115,"BS5115_BS21775",2009,"2009_BS5115_BS21775","0",109,4,"apr","brood","04/04/2009 14:20",39907.59785,"07/04/2009 08:00",39910.33396,236400,65.66666667,2.736111111,79.66666667,1156,900,2.01422604802414,1.42796637279806,2.41913817133705,1.53091585517851,0.758991475750681,-1.06895622755562,0.706386122896208,"bold","shy",63.266666668,16.400000002,0.607094879673488,8.10349718763448
"239","2009_BS21775","BS5115","BS21775","Female","Logger",34,30,2.596457,0.4865115,"BS5115_BS21775",2009,"2009_BS5115_BS21775","0",100,26,"mar","brood","26/03/2009 05:20",39898.22285,"27/03/2009 12:40",39899.5284,112800,31.33333333,1.305555556,50.5,1156,900,2.01422604802414,1.42796637279806,2.41913817133705,1.53091585517851,0.758991475750681,-1.06895622755562,-0.557661156572146,"bold","shy",63.266666668,-12.766666668,-0.472596217298525,5.59761854095114
"240","2009_BS21775","BS5115","BS21775","Female","Logger",34,30,2.596457,0.4865115,"BS5115_BS21775",2009,"2009_BS5115_BS21775","0",104,30,"mar","brood","30/03/2009 03:30",39902.14646,"01/04/2009 06:40",39904.2784,184200,51.16666667,2.131944444,61.83333333,1156,900,2.01422604802414,1.42796637279806,2.41913817133705,1.53091585517851,0.758991475750681,-1.06895622755562,0.00413763430267806,"bold","shy",63.266666668,-1.433333338,-0.0530591055035969,7.15308791152464
"241","2009_BS22895","BS20075","BS22895","Male","Logger",13,14,2.673177,2.725945,"BS20075_BS22895",2009,"2009_BS20075_BS22895","0",103,29,"mar","brood","29/03/2009 14:51",39901.61885,"31/03/2009 04:31",39903.1883,135600,37.66666667,1.569444444,54.83333333,169,196,-1.00112040188809,-0.862402660913811,-0.950025537020068,-0.862541332887922,0.825307821310063,0.8587246273203,-0.136312063416028,"bold","bold",73.8333333333333,-19.0000000033333,-0.703341628927637,6.13731754677889
"242","2009_BS22895","BS20075","BS22895","Male","Logger",13,14,2.673177,2.725945,"BS20075_BS22895",2009,"2009_BS20075_BS22895","0",113,8,"apr","brood","08/04/2009 10:31",39911.4383,"10/04/2009 21:11",39913.88274,211200,58.66666667,2.444444444,72,169,196,-1.00112040188809,-0.862402660913811,-0.950025537020068,-0.862541332887922,0.825307821310063,0.8587246273203,1.26818491377103,"bold","bold",73.8333333333333,-1.83333333333333,-0.0678662975161988,7.6594168622683
"243","2009_BS22895","BS20075","BS22895","Male","Logger",13,14,2.673177,2.725945,"BS20075_BS22895",2009,"2009_BS20075_BS22895","0",109,4,"apr","brood","04/04/2009 03:11",39907.13274,"05/04/2009 10:31",39908.4383,112800,31.33333333,1.305555556,94.66666667,169,196,-1.00112040188809,-0.862402660913811,-0.950025537020068,-0.862541332887922,0.825307821310063,0.8587246273203,0.706386122896208,"bold","bold",73.8333333333333,20.8333333366667,0.771207926443836,5.59761854095114
"244","2009_BS23200","BS23231","BS23200","Female","Partner",29,27,2.218257,1.972619,"BS23200_BS23231",2009,"2009_BS23200_BS23231","0",111,6,"apr","brood","06/04/2009 02:56",39909.12281,"08/04/2009 20:26",39911.85198,235800,65.5,2.729166667,40.99992,841,729,1.29628641709265,0.998522178977088,1.34387315803159,0.949550543872603,0.432077478219944,0.210269512363658,0.98728551833362,"bold","bold",58.2222,-17.22228,-0.637534024574882,8.09320702811932
"245","2009_BS23200","BS23231","BS23200","Female","Partner",29,27,2.218257,1.972619,"BS23200_BS23231",2009,"2009_BS23200_BS23231","0",104,30,"mar","brood","30/03/2009 05:16",39902.22004,"31/03/2009 04:56",39903.20615,85200,23.66666667,0.986111111,37.6668,841,729,1.29628641709265,0.998522178977088,1.34387315803159,0.949550543872603,0.432077478219944,0.210269512363658,0.00413763430267806,"bold","bold",58.2222,-20.5554,-0.760919395616987,4.86483984011807
"246","2009_BS23200","BS23231","BS23200","Female","Partner",29,27,2.218257,1.972619,"BS23200_BS23231",2009,"2009_BS23200_BS23231","0",115,10,"apr","brood","10/04/2009 10:46",39913.4492,"10/04/2009 22:56",39913.95615,43800,12.16666667,0.506944444,38.33328,841,729,1.29628641709265,0.998522178977088,1.34387315803159,0.949550543872603,0.432077478219944,0.210269512363658,1.54908430920844,"bold","bold",58.2222,-19.88892,-0.736247651997753,3.48807492322054
"247","2009_BS23200","BS23231","BS23200","Female","Partner",29,27,2.218257,1.972619,"BS23200_BS23231",2009,"2009_BS23200_BS23231","0",99,25,"mar","brood","25/03/2009 02:46",39897.11587,"28/03/2009 15:36",39900.65059,305400,84.83333333,3.534722222,88.99992,841,729,1.29628641709265,0.998522178977088,1.34387315803159,0.949550543872603,0.432077478219944,0.210269512363658,-0.698110854290852,"bold","bold",58.2222,30.77772,1.13932903766742,9.21050125291778
"248","2009_BS23200","BS23231","BS23200","Female","Partner",29,27,2.218257,1.972619,"BS23200_BS23231",2009,"2009_BS23200_BS23231","0",90,16,"mar","brood","16/03/2009 03:56",39888.16448,"21/03/2009 09:46",39893.40754,453000,125.8333333,5.243055556,74.33328,841,729,1.29628641709265,0.998522178977088,1.34387315803159,0.949550543872603,0.432077478219944,0.210269512363658,-1.96215813375921,"bold","bold",58.2222,16.11108,0.596399644683972,11.2175457788235
"249","2009_BS23200","BS23231","BS23200","Female","Partner",29,27,2.218257,1.972619,"BS23200_BS23231",2009,"2009_BS23200_BS23231","0",108,3,"apr","brood","03/04/2009 01:56",39906.08115,"04/04/2009 09:56",39907.41448,115200,32,1.333333333,69,841,729,1.29628641709265,0.998522178977088,1.34387315803159,0.949550543872603,0.432077478219944,0.210269512363658,0.565936425177502,"bold","bold",58.2222,10.7778,0.39897238983823,5.65685424949238
"250","2009_BS23231","BS23200","BS23231","Male","Logger",27,29,1.972619,2.218257,"BS23200_BS23231",2009,"2009_BS23200_BS23231","0",102,28,"mar","brood","28/03/2009 15:36",39900.65059,"30/03/2009 05:16",39902.22004,135600,37.66666667,1.569444444,84.83333333,729,841,1.00911056472006,1.28481830819107,0.961556708856311,1.33032782379226,0.219749343567762,0.421712124894912,-0.276761761134734,"bold","bold",57.8333333283333,27.0000000016667,0.999485472572991,6.13731754677889
"251","2009_BS23231","BS23200","BS23231","Male","Logger",27,29,1.972619,2.218257,"BS23200_BS23231",2009,"2009_BS23200_BS23231","0",105,31,"mar","brood","31/03/2009 04:56",39903.20615,"03/04/2009 01:56",39906.08115,248400,69,2.875,23.66666667,729,841,1.00911056472006,1.28481830819107,0.961556708856311,1.33032782379226,0.219749343567762,0.421712124894912,0.144587332021384,"bold","bold",57.8333333283333,-34.1666666583333,-1.26478099885704,8.30662386291807
"252","2009_BS23231","BS23200","BS23231","Male","Logger",27,29,1.972619,2.218257,"BS23200_BS23231",2009,"2009_BS23200_BS23231","0",95,21,"mar","brood","21/03/2009 09:46",39893.40754,"25/03/2009 02:46",39897.11587,320400,89,3.708333333,125.8333333,729,841,1.00911056472006,1.28481830819107,0.961556708856311,1.33032782379226,0.219749343567762,0.421712124894912,-1.25990964516568,"bold","bold",57.8333333283333,67.9999999716667,2.51722267046108,9.4339811320566
"253","2009_BS23231","BS23200","BS23231","Male","Logger",27,29,1.972619,2.218257,"BS23200_BS23231",2009,"2009_BS23200_BS23231","0",109,4,"apr","brood","04/04/2009 09:56",39907.41448,"06/04/2009 02:56",39909.12281,147600,41,1.708333333,32,729,841,1.00911056472006,1.28481830819107,0.961556708856311,1.33032782379226,0.219749343567762,0.421712124894912,0.706386122896208,"bold","bold",57.8333333283333,-25.8333333283333,-0.956297828452259,6.40312423743285
